date;tmax;prcp;snow;wspd;wpgt;max_water_temperature;avg_water_level;suspended_solids_concentration;max_flow_rate;swimming;swimming_hardcore;ice_bath;swimming_hardcore_new
2017-10-07;13,3;1,6;0,0;14,4;48,2;11,3;142,0;35,14;148,0;0;0;0;0
2017-10-08;12,1;1,5;0,0;17,6;55,8;11,6;127,0;26,82;121,0;0;0;0;0
2017-10-09;12,8;4,2;0,0;10,1;25,9;11,5;135,0;31,3;131,0;0;0;0;0
2017-10-10;14,8;0,1;0,0;11,5;38,5;12,0;121,0;24,06;108,0;0;0;0;0
2017-10-11;19,2;0,0;0,0;8,6;27,0;12,5;107,0;17,27;92,5;0;0;0;0
2017-10-12;19,3;0,0;0,0;13,3;51,5;12,7;103,0;15,51;76,2;0;0;0;0
2017-10-13;19,1;0,0;0,0;6,8;22,0;12,9;99,0;15,53;75,5;0;0;0;0
2017-10-14;20,8;0,0;0,0;5,0;15,8;13,1;90,0;14,53;57,2;0;0;0;0
2017-10-15;21,9;0,0;0,0;4,7;15,5;13,3;86,0;14,48;52,0;0;0;0;0
2017-10-16;25,2;0,0;0,0;5,8;16,2;13,4;81,0;14,7;48,1;0;0;0;0
2017-10-17;22,9;0,0;0,0;5,0;16,9;13,3;82,0;13,08;47,4;0;0;0;0
2017-10-18;21,7;0,0;0,0;5,4;17,6;12,8;81,0;12,24;47,5;0;0;0;0
2017-10-19;21,5;0,0;0,0;6,5;15,8;12,7;75,0;12,14;38,1;0;0;0;0
2017-10-20;23,0;1,4;0,0;9,4;33,1;12,3;74,0;12,65;39,1;0;0;0;0
2017-10-21;20,0;6,9;0,0;9,4;47,5;12,3;73,0;12,5;36,9;0;0;0;0
2017-10-22;12,1;2,9;0,0;13,0;45,4;11,6;70,0;12,77;34,6;0;0;0;0
2017-10-23;9,9;0,0;0,0;15,5;42,1;11,4;67,0;12,95;30,3;0;0;0;0
2017-10-24;15,1;0,0;0,0;10,1;27,0;10,5;65,0;12,61;27,8;0;0;1;0
2017-10-25;19,2;0,0;0,0;7,9;25,9;10,9;63,0;12,75;25,4;0;0;1;0
2017-10-26;19,8;0,0;0,0;7,2;30,6;10,9;64,0;12,92;34,7;0;0;1;0
2017-10-27;13,5;3,9;0,0;14,4;52,9;10,9;75,0;13,79;74,3;0;0;0;0
2017-10-28;10,0;5,4;0,0;21,2;73,8;10,7;99,0;17,72;83,7;0;0;0;0
2017-10-29;10,3;2,3;0,0;30,6;87,1;10,1;92,0;12,75;68,1;0;0;0;0
2017-10-30;7,9;0,0;0,0;13,7;42,8;9,8;106,0;19,21;94,8;0;0;0;0
2017-10-31;8,6;0,0;0,0;5,0;16,6;9,3;96,0;14,7;71,0;0;0;0;0
2017-11-01;10,2;0,0;0,0;6,5;20,5;9,3;91,0;12,86;66,2;0;0;0;0
2017-11-02;14,9;0,0;0,0;13,0;58,3;10,0;90,0;12,7;60,8;0;0;0;0
2017-11-03;13,1;0,0;0,0;6,1;17,6;10,1;88,0;12,69;58,8;0;0;1;0
2017-11-04;17,7;0,0;0,0;6,1;28,8;10,1;86,0;12,71;56,2;0;0;1;0
2017-11-05;12,2;19,7;0,0;11,5;54,7;10,0;79,0;12,28;51,3;0;0;0;0
2017-11-06;5,6;3,8;0,0;9,4;25,6;9,7;110,0;15,06;105,0;0;0;0;0
2017-11-07;7,0;0,7;0,0;9,0;31,7;9,2;124,0;16,57;110,0;0;0;0;0
2017-11-08;7,2;0,2;0,0;7,2;21,2;9,3;114,0;13,99;96,6;0;0;0;0
2017-11-09;7,5;0,0;0,0;5,8;14,4;9,2;97,0;13,48;79,5;0;0;0;0
2017-11-10;7,3;3,9;0,0;15,1;49,3;9,0;88,0;13,42;59,0;0;0;0;0
2017-11-11;8,4;13,9;0,0;18,0;53,6;9,2;89,0;14,1;62,6;0;0;0;0
2017-11-12;10,3;15,3;0,0;16,6;95,0;9,0;116,0;23,13;143,0;0;0;0;0
2017-11-13;4,4;0,3;0,0;10,1;28,1;7,9;151,0;29,38;167,0;0;0;0;0
2017-11-14;3,7;0,0;0,0;5,8;16,9;8,2;137,0;15,67;137,0;0;0;0;0
2017-11-15;2,7;0,0;0,0;9,0;23,8;8,1;122,0;13,8;111,0;0;0;0;0
2017-11-16;0,8;0,0;0,0;7,9;30,2;7,1;121,0;12,92;111,0;0;0;0;0
2017-11-17;3,7;0,0;0,0;6,1;19,8;7,5;107,0;12,2;97,6;0;0;0;0
2017-11-18;4,9;1,7;0,0;11,9;41,4;7,7;98,0;11,72;79,8;0;0;0;0
2017-11-19;3,9;1,7;0,0;20,9;48,2;7,5;93,0;11,66;66,0;0;0;0;0
2017-11-20;5,7;1,4;0,0;17,3;55,8;7,2;88,0;14,6;61,3;0;0;0;0
2017-11-21;10,9;0,2;0,0;20,5;55,8;8,0;93,0;11,89;70,3;0;0;0;0
2017-11-22;16,5;0,0;0,0;10,4;32,8;7,9;99,0;11,87;86,5;0;0;0;0
2017-11-23;16,6;0,0;0,0;9,0;24,1;7,5;91,0;11,94;72,4;0;0;0;0
2017-11-24;17,1;0,0;0,0;9,0;22,0;7,5;83,0;11,23;57,0;0;0;1;0
2017-11-25;10,6;5,8;0,0;12,6;42,1;8,1;78,0;10,94;45,3;0;0;0;0
2017-11-26;3,5;1,4;0,0;14,4;39,6;8,0;77,0;11,1;45,3;0;0;0;0
2017-11-27;5,1;0,1;0,0;15,8;43,2;6,5;81,0;11,31;55,0;0;0;0;0
2017-11-28;6,5;0,0;0,0;12,6;46,8;6,5;84,0;11,26;53,9;0;0;0;0
2017-11-29;4,6;0,9;0,0;7,6;26,6;7,1;83,0;10,73;53,7;0;0;1;0
2017-11-30;1,8;0,7;0,0;13,3;41,0;7,0;81,0;10,69;51,7;0;0;0;0
2017-12-01;1,2;0,0;0,0;6,1;18,4;5,3;78,0;10,32;47,2;0;0;1;0
2017-12-02;0,1;0,0;0,0;10,4;27,7;5,5;80,0;9,96;49,2;0;0;1;0
2017-12-03;-0,6;2,7;0,0;9,4;31,3;5,6;75,0;10,71;47,2;0;0;1;0
2017-12-04;2,3;1,8;20,0;19,8;42,8;5,9;68,0;9,96;35,8;0;0;0;0
2017-12-05;4,9;0,0;0,0;14,8;36,4;6,2;68,0;10,25;35,3;0;0;0;0
2017-12-06;2,1;0,0;0,0;11,2;28,4;5,8;64,0;10,58;32,5;0;0;0;0
2017-12-07;9,8;0,9;0,0;9,4;27,4;5,6;68,0;10,6;35,3;0;0;1;0
2017-12-08;8,0;3,3;0,0;15,8;59,8;6,0;65,0;10,49;34,2;0;0;0;0
2017-12-09;-0,2;0,0;0,0;18,4;46,4;5,4;71,0;9,99;39,3;0;0;0;0
2017-12-10;6,5;4,4;0,0;14,0;66,6;4,8;64,0;9,8;35,3;0;0;0;0
2017-12-11;10,6;6,1;0,0;9,0;39,6;4,7;62,0;9,62;29,4;0;0;1;0
2017-12-12;5,3;0,2;0,0;15,5;55,4;5,8;74,0;12,42;58,3;0;0;0;0
2017-12-13;5,2;1,6;0,0;10,4;28,1;5,8;76,0;9,51;48,5;0;0;1;0
2017-12-14;8,2;6,0;0,0;20,5;87,8;5,4;71,0;8,29;40,4;0;0;0;0
2017-12-15;6,1;0,0;0,0;16,6;57,2;5,5;75,0;10,17;56,1;0;0;0;0
2017-12-16;3,2;2,5;0,0;11,9;36,7;4,8;73,0;9,35;44,7;0;0;0;0
2017-12-17;1,2;0,4;30,0;13,7;38,2;5,1;68,0;9,14;36,4;0;0;0;0
2017-12-18;1,6;0,0;0,0;6,8;25,6;4,9;67,0;9,12;37,5;0;0;1;0
2017-12-19;2,3;0,7;0,0;7,9;22,3;5,1;74,0;8,87;44,1;0;0;1;0
2017-12-20;2,8;0,1;0,0;7,6;23,4;5,6;72,0;9,15;42,2;0;0;1;0
2017-12-21;5,3;8,7;0,0;13,0;34,2;5,4;67,0;9,18;35,3;0;0;0;0
2017-12-22;6,0;2,0;0,0;10,4;24,1;6,3;81,0;8,52;66,7;0;0;0;0
2017-12-23;7,4;0,0;0,0;14,4;38,5;6,4;125,0;21,94;130,0;0;0;0;0
2017-12-24;6,5;0,0;0,0;13,0;38,2;5,7;110,0;13,72;103,0;0;0;0;0
2017-12-25;6,0;0,0;0,0;4,7;14,8;5,2;92,0;11,42;73,1;0;0;0;0
2017-12-26;9,6;0,0;0,0;8,3;53,6;3,8;89,0;11,22;62,2;0;0;0;0
2017-12-27;2,6;7,1;0,0;6,8;41,4;4,5;86,0;10,83;56,8;0;0;1;0
2017-12-28;1,5;5,0;0,0;17,6;43,9;4,8;87,0;11,0;58,1;0;0;0;0
2017-12-29;2,2;1,8;50,0;12,6;50,8;4,3;83,0;11,19;54,1;0;0;0;0
2017-12-30;10,5;3,9;30,0;18,7;67,7;4,7;82,0;11,09;50,8;0;0;0;0
2017-12-31;13,5;0,7;0,0;22,3;75,6;5,1;96,0;12,0;84,7;0;0;0;0
2018-01-01;8,4;0,1;0,0;18,0;67,7;4,8;102,0;12,18;81,9;0;0;0;0
2018-01-02;7,2;3,1;0,0;22,0;69,5;4,8;90,0;10,42;66,6;0;0;0;0
2018-01-03;14,5;16,8;0,0;23,0;95,8;5,3;88,0;9,64;87,6;0;0;0;0
2018-01-04;11,8;23,4;0,0;20,2;77,8;5,9;121,0;13,58;140,0;0;0;0;0
2018-01-05;12,9;2,5;0,0;14,0;52,2;6,1;188,0;61,98;236,0;0;0;0;0
2018-01-06;11,4;0,0;0,0;6,1;24,8;6,0;170,0;20,35;198,0;0;0;0;0
2018-01-07;6,0;0,0;0,0;9,4;29,5;5,2;132,0;12,54;132,0;0;0;0;0
2018-01-08;6,5;0,0;0,0;14,4;35,6;5,8;128,0;10,83;120,0;0;0;0;0
2018-01-09;15,2;0,0;0,0;11,2;40,0;5,8;119,0;10,14;111,0;0;0;0;0
2018-01-10;8,9;0,0;0,0;5,4;14,4;5,6;116,0;10,61;97,3;0;0;0;0
2018-01-11;3,7;0,0;0,0;4,7;15,1;5,4;110,0;9,91;87,4;0;0;0;0
2018-01-12;4,6;0,0;0,0;8,3;21,2;5,8;110,0;9,63;86,1;0;0;0;0
2018-01-13;3,1;0,0;0,0;11,5;30,2;5,7;111,0;9,3;88,9;0;0;0;0
2018-01-14;0,9;0,4;0,0;7,9;24,8;5,4;98,0;9,41;77,7;0;0;0;0
2018-01-15;7,1;0,5;0,0;7,2;28,1;5,1;101,0;9,59;86,1;0;0;0;0
2018-01-16;8,5;9,2;0,0;20,5;83,5;6,6;96,0;9,64;72,8;0;0;0;0
2018-01-17;4,0;5,3;0,0;23,0;71,6;6,4;101,0;10,05;100,0;0;0;0;0
2018-01-18;9,0;10,5;20,0;29,9;92,2;5,7;103,0;11,56;96,8;0;0;0;0
2018-01-19;5,4;2,5;0,0;16,2;58,7;5,6;127,0;16,57;147,0;0;0;0;0
2018-01-20;4,1;11,9;0,0;13,7;45,0;4,9;138,0;16,21;146,0;0;0;0;0
2018-01-21;1,8;5,7;0,0;14,4;51,8;5,1;127,0;13,62;111,0;0;0;0;0
2018-01-22;6,7;12,7;50,0;10,8;40,7;5,0;124,0;13,36;112,0;0;0;0;0
2018-01-23;6,3;0,2;0,0;10,8;29,9;4,8;183,0;38,92;237,0;0;0;0;0
2018-01-24;14,3;0,0;0,0;7,6;22,0;5,0;161,0;19,89;196,0;0;0;0;0
2018-01-25;14,4;0,0;0,0;6,5;18,0;5,6;137,0;15,0;132,0;0;0;0;0
2018-01-26;8,4;0,0;0,0;6,1;15,8;5,4;128,0;13,8;122,0;0;0;0;0
2018-01-27;6,4;0,0;0,0;5,0;16,9;5,1;117,0;13,28;102,0;0;0;0;0
2018-01-28;10,5;0,0;0,0;14,8;41,4;6,0;104,0;13,05;83,3;0;0;0;0
2018-01-29;13,0;0,0;0,0;14,8;52,2;6,2;99,0;12,66;74,2;0;0;0;0
2018-01-30;8,4;0,0;0,0;11,5;45,7;6,2;101,0;12,07;74,9;0;0;0;0
2018-01-31;11,6;0,1;0,0;10,4;43,9;6,1;103,0;11,9;78,3;0;0;0;0
2018-02-01;7,9;9,2;0,0;12,2;50,4;6,5;102,0;11,54;75,8;0;0;0;0
2018-02-02;4,9;0,0;0,0;11,5;35,3;6,0;101,0;11,38;75,0;0;0;0;0
2018-02-03;3,0;0,7;0,0;9,4;42,8;5,2;89,0;11,02;63,8;0;0;1;0
2018-02-04;2,5;0,5;0,0;6,5;16,2;4,9;83,0;10,5;50,7;0;0;1;0
2018-02-05;0,6;0,0;0,0;13,0;36,7;4,9;84,0;10,32;50,7;0;0;0;0
2018-02-06;2,3;0,0;0,0;10,8;26,6;4,6;83,0;10,33;52,0;0;0;1;0
2018-02-07;-1,8;2,9;0,0;6,8;20,5;4,5;88,0;10,1;57,3;0;0;1;0
2018-02-08;0,4;0,3;50,0;5,8;14,4;4,7;87,0;9,54;55,3;0;0;0;0
2018-02-09;0,8;0,0;30,0;5,4;17,6;5,0;84,0;9,29;53,3;0;0;0;0
2018-02-10;2,4;0,0;10,0;7,2;20,2;5,0;84,0;9,16;53,3;0;0;1;0
2018-02-11;4,1;5,6;0,0;10,4;32,0;5,7;75,0;9,13;44,1;0;0;1;0
2018-02-12;3,3;0,4;0,0;12,2;41,4;5,6;70,0;8,98;35,3;0;0;0;0
2018-02-13;2,3;0,0;0,0;9,0;29,5;4,8;70,0;8,94;37,0;0;0;1;0
2018-02-14;2,3;0,0;0,0;6,8;22,7;3,7;79,0;8,83;47,5;0;0;1;0
2018-02-15;2,6;12,9;0,0;8,6;29,2;4,2;80,0;8,78;49,4;0;0;1;0
2018-02-16;4,5;4,1;0,0;6,5;21,2;5,1;110,0;10,45;125,0;0;0;0;0
2018-02-17;1,6;15,4;0,0;9,0;26,3;4,4;118,0;11,12;120,0;0;0;0;0
2018-02-18;1,3;0,0;90,0;6,8;20,2;4,7;99,0;8,32;74,9;0;0;0;0
2018-02-19;-1,4;0,0;60,0;5,8;19,4;4,6;90,0;7,95;61,9;0;0;0;0
2018-02-20;-1,1;0,3;50,0;4,7;10,8;4,6;86,0;7,8;55,3;0;0;0;0
2018-02-21;0,8;0,0;70,0;6,8;20,9;4,8;82,0;7,59;50,1;0;0;0;0
2018-02-22;-1,9;0,3;40,0;16,9;48,2;4,4;76,0;7,28;43,7;0;0;0;0
2018-02-23;-1,4;0,0;40,0;16,9;41,4;3,6;69,0;7,14;36,3;0;0;0;0
2018-02-24;0,5;0,0;40,0;20,2;49,7;3,6;68,0;6,94;33,1;0;0;0;0
2018-02-25;-4,4;0,0;40,0;17,6;45,4;3,1;66,0;6,86;30,0;0;0;0;0
2018-02-26;-8,1;0,0;40,0;12,6;37,1;2,4;65,0;6,86;28,3;0;0;0;0
2018-02-27;-7,6;0,0;40,0;9,7;24,1;1,8;67,0;6,75;36,5;0;0;0;0
2018-02-28;-5,9;0,0;40,0;15,1;43,6;1,6;74,0;6,33;39,4;0;0;0;0
2018-03-01;-3,9;0,0;40,0;16,2;41,8;2,0;75,0;5,99;42,4;0;0;0;0
2018-03-02;-2,0;0,2;40,0;11,2;28,4;3,1;71,0;5,77;37,0;0;0;0;0
2018-03-03;3,3;0,3;40,0;7,9;23,0;4,3;68,0;5,71;33,1;0;0;0;0
2018-03-04;9,6;0,1;20,0;9,0;28,1;5,7;66,0;5,76;28,4;0;0;1;0
2018-03-05;8,8;0,0;0,0;10,1;31,7;6,2;63,0;5,88;27,5;0;0;1;0
2018-03-06;5,2;0,1;0,0;7,2;24,8;6,0;62,0;5,8;26,5;0;0;1;0
2018-03-07;9,4;0,0;0,0;14,8;46,4;6,0;64,0;5,68;29,2;0;0;0;0
2018-03-08;11,5;0,0;0,0;13,0;38,5;6,3;65,0;5,63;30,0;0;0;0;0
2018-03-09;13,0;0,0;0,0;10,4;43,2;6,7;63,0;5,47;27,0;0;0;1;0
2018-03-10;15,3;1,5;0,0;7,2;23,4;6,7;86,0;5,69;67,3;0;0;0;0
2018-03-11;17,0;7,0;0,0;8,6;26,3;6,7;102,0;5,91;90,1;0;0;0;0
2018-03-12;13,3;1,4;0,0;16,2;59,8;7,2;106,0;5,88;85,0;0;0;0;0
2018-03-13;11,6;2,3;0,0;23,4;62,6;6,8;111,0;5,77;94,3;0;0;0;0
2018-03-14;9,7;1,5;0,0;10,4;37,4;7,2;113,0;5,25;94,2;0;0;0;0
2018-03-15;11,9;2,7;0,0;11,5;33,1;7,1;113,0;5,21;91,3;0;0;0;0
2018-03-16;12,1;0,2;0,0;11,9;46,4;7,0;104,0;5,2;80,4;0;0;0;0
2018-03-17;4,7;5,2;0,0;12,6;49,0;6,7;108,0;5,2;84,6;0;0;0;0
2018-03-18;-0,7;0,0;30,0;16,6;38,9;6,2;103,0;4,86;76,8;0;0;0;0
2018-03-19;-2,4;1,4;0,0;10,1;29,2;5,0;101,0;4,88;71,9;0;0;0;0
2018-03-20;0,9;1,1;20,0;7,9;24,5;4,2;98,0;4,8;68,3;0;0;0;0
2018-03-21;2,1;0,1;10,0;7,2;23,8;4,4;97,0;4,83;67,5;0;0;0;0
2018-03-22;4,8;1,6;0,0;11,5;45,4;5,2;94,0;4,9;65,4;0;0;0;0
2018-03-23;5,6;0,2;0,0;9,0;24,1;5,6;78,0;4,95;58,6;0;0;1;0
2018-03-24;9,8;0,0;0,0;12,2;39,6;6,5;65,0;5,05;27,8;0;0;0;0
2018-03-25;13,2;0,0;0,0;5,8;28,1;6,7;63,0;5,19;24,3;0;0;1;0
2018-03-26;8,7;1,1;0,0;7,6;23,4;7,0;61,0;5,22;23,8;0;0;1;0
2018-03-27;10,1;3,0;0,0;9,0;32,0;7,1;63,0;5,14;25,6;0;0;1;0
2018-03-28;11,3;6,8;0,0;15,8;54,7;7,4;71,0;5,42;40,7;0;0;0;0
2018-03-29;10,2;0,0;0,0;12,2;55,1;7,4;83,0;5,58;57,2;0;0;0;0
2018-03-30;14,6;0,2;0,0;11,9;43,2;7,4;79,0;5,47;50,0;0;0;0;0
2018-03-31;9,2;0,8;0,0;11,9;36,7;7,6;77,0;5,2;40,4;0;0;0;0
2018-04-01;9,0;0,9;0,0;22,0;77,4;7,1;75,0;5,24;41,4;0;0;0;0
2018-04-02;16,5;1,76;0,0;9,0;25,2;8,0;73,0;5,14;36,0;0;0;1;0
2018-04-03;22,6;1,76;0,0;9,7;45,4;9,1;72,0;5,44;35,2;0;0;1;0
2018-04-04;23,3;1,76;0,0;12,6;65,2;9,6;78,0;5,73;43,1;0;0;0;0
2018-04-05;15,5;2,3;0,0;18,0;61,9;9,8;90,0;5,88;63,2;0;0;0;0
2018-04-06;14,5;0,0;0,0;12,2;37,1;9,4;95,0;5,73;63,2;0;0;0;0
2018-04-07;20,6;0,0;0,0;8,6;29,2;9,4;90,0;5,56;57,5;0;0;1;0
2018-04-08;22,0;0,0;0,0;7,6;26,6;10,1;90,0;5,89;61,5;0;0;1;0
2018-04-09;24,0;0,0;0,0;7,2;25,6;9,9;97,0;6,37;66,8;0;0;0;0
2018-04-10;19,3;0,3;0,0;9,0;33,1;9,7;96,0;6,45;64,1;0;0;1;0
2018-04-11;19,5;0,0;0,0;11,9;37,4;10,5;101,0;6,73;72,8;0;0;0;0
2018-04-12;24,4;0,0;0,0;13,3;33,1;10,3;102,0;7,48;72,0;0;0;0;0
2018-04-13;19,2;0,0;0,0;12,6;71,6;10,5;94,0;7,87;63,8;0;0;0;0
2018-04-14;20,3;0,0;0,0;8,6;44,6;10,3;87,0;7,81;52,0;0;0;1;0
2018-04-15;19,2;0,9;0,0;7,2;22,7;10,3;83,0;8,26;46,5;0;0;1;0
2018-04-16;14,8;2,5;0,0;9,0;23,4;9,8;87,0;8,84;62,0;0;0;1;0
2018-04-17;20,6;0,0;0,0;7,2;27,0;10,9;102,0;9,51;74,3;0;0;0;0
2018-04-18;22,5;0,0;0,0;10,1;41,4;11,1;91,0;9,5;63,3;0;0;0;0
2018-04-19;24,6;0,0;0,0;11,9;35,3;11,9;96,0;9,8;68,6;0;0;0;0
2018-04-20;27,7;0,0;0,0;7,9;24,1;11,8;103,0;10,59;76,2;0;0;0;0
2018-04-21;27,2;0,0;0,0;8,3;27,0;12,6;109,0;11,44;82,6;0;0;0;0
2018-04-22;27,6;0,0;0,0;7,6;27,7;12,8;99,0;11,96;71,1;0;0;0;0
2018-04-23;25,0;0,2;0,0;13,7;50,8;13,0;94,0;12,73;64,9;0;0;0;0
2018-04-24;22,8;0,0;0,0;12,2;40,7;13,1;98,0;13,89;71,5;0;0;0;0
2018-04-25;24,6;1,0;0,0;16,6;69,5;13,5;100,0;15,56;71,5;0;0;0;0
2018-04-26;13,4;0,1;0,0;11,9;39,2;12,5;104,0;15,26;80,3;0;0;0;0
2018-04-27;22,0;0,0;0,0;9,7;36,7;11,8;102,0;15,92;81,1;0;0;0;0
2018-04-28;24,1;0,0;0,0;9,7;32,8;13,3;99,0;15,32;69,4;0;0;0;0
2018-04-29;27,8;0,0;0,0;11,9;45,0;13,3;94,0;11,91;60,7;0;0;0;0
2018-04-30;19,7;1,5;0,0;11,2;57,6;13,8;85,0;9,08;58,1;0;0;0;0
2018-05-01;15,9;0,0;0,0;9,0;27,7;13,4;83,0;8,93;52,8;0;0;0;0
2018-05-02;18,5;0,0;0,0;8,6;23,4;12,5;88,0;10,8;53,1;0;0;0;0
2018-05-03;20,1;0,0;0,0;10,4;27,7;12,7;91,0;12,22;60,0;0;0;0;0
2018-05-04;20,3;0,0;0,0;11,5;30,6;12,5;90,0;11,95;59,8;0;0;0;0
2018-05-05;22,2;0,0;0,0;15,5;43,2;13,2;88,0;11,18;59,9;0;0;0;0
2018-05-06;23,2;0,0;0,0;13,0;40,0;13,9;83,0;9,27;55,3;0;0;0;0
2018-05-07;23,7;0,0;0,0;14,4;45,0;14,0;79,0;7,7;44,5;0;0;0;0
2018-05-08;24,1;0,0;0,0;14,4;42,8;14,1;89,0;11,47;57,5;0;0;0;0
2018-05-09;22,5;1,2;0,0;8,3;28,4;13,7;86,0;10,2;55,0;0;0;0;0
2018-05-10;22,6;1,0;0,0;15,5;45,0;13,8;93,0;13,42;62,4;0;0;0;0
2018-05-11;21,4;0,0;0,0;9,4;31,0;13,8;94,0;13,59;63,3;0;0;0;0
2018-05-12;26,4;0,0;0,0;8,3;36,0;14,9;82,0;9,11;51,9;0;0;0;0
2018-05-13;26,1;10,6;0,0;8,6;38,9;14,9;76,0;6,64;42,2;0;0;0;0
2018-05-14;22,1;0,0;0,0;10,8;51,5;15,1;84,0;9,69;54,0;0;0;0;0
2018-05-15;17,2;9,5;0,0;9,4;38,2;14,5;88,0;11,37;60,2;0;0;0;0
2018-05-16;13,2;22,3;0,0;11,9;32,4;13,4;94,0;13,92;67,4;0;0;0;0
2018-05-17;16,9;5,8;0,0;11,5;39,6;12,9;100,0;16,44;72,5;0;0;0;0
2018-05-18;20,8;0,0;0,0;7,6;23,0;13,7;106,0;19,37;95,2;0;0;0;0
2018-05-19;21,1;20,4;0,0;9,0;43,6;13,6;110,0;21,27;86,7;0;0;0;0
2018-05-20;21,4;0,4;0,0;11,5;40,0;13,5;107,0;19,73;83,1;0;0;0;0
2018-05-21;24,4;0,0;0,0;8,6;29,5;13,5;105,0;19,03;77,6;0;0;0;0
2018-05-22;25,0;0,0;0,0;8,3;42,8;14,5;103,0;18,24;76,9;0;0;0;0
2018-05-23;24,3;1,6;0,0;7,9;43,2;15,3;97,0;15,29;83,9;0;1;0;1
2018-05-24;21,4;28,7;0,0;6,1;36,7;15,1;88,0;11,81;60,3;0;1;0;1
2018-05-25;25,1;0,0;0,0;7,6;36,0;15,9;85,0;10,32;53,3;0;1;0;1
2018-05-26;25,7;0,0;0,0;7,6;24,1;16,2;80,0;8,6;45,0;0;1;0;1
2018-05-27;27,0;0,0;0,0;6,1;21,2;16,9;82,0;9,41;50,1;0;1;0;1
2018-05-28;29,0;0,0;0,0;8,3;30,6;17,3;80,0;8,49;46,8;0;1;0;1
2018-05-29;27,0;26,3;0,0;7,9;28,4;17,3;83,0;9,72;53,6;0;1;0;1
2018-05-30;26,9;0,0;0,0;9,0;31,3;18,0;88,0;11,88;70,1;0;1;0;1
2018-05-31;28,3;13,4;0,0;8,6;58,3;18,2;72,0;6,12;43,7;0;0;0;0
2018-06-01;24,2;1,3;0,0;9,7;28,8;18,1;73,0;6,47;40,1;0;1;0;1
2018-06-02;24,4;0,0;0,0;7,9;26,3;18,1;76,0;7,51;42,3;0;1;0;1
2018-06-03;27,2;0,0;0,0;7,6;22,7;17,9;76,0;7,53;42,6;0;1;0;1
2018-06-04;28,1;0,0;0,0;10,4;32,0;18,8;74,0;6,65;37,8;1;1;0;0
2018-06-05;27,9;0,0;0,0;8,3;27,0;18,6;72,0;6,24;36,7;1;1;0;0
2018-06-06;28,4;3,5;0,0;8,6;49,0;19,0;70,0;5,68;44,9;1;1;0;0
2018-06-07;25,3;5,7;0,0;6,5;38,5;18,6;69,0;5,34;47,6;1;1;0;0
2018-06-08;27,8;0,1;0,0;8,3;32,4;18,8;70,0;5,51;41,6;1;1;0;0
2018-06-09;27,7;8,7;0,0;9,4;28,1;19,3;77,0;7,86;44,1;1;1;0;0
2018-06-10;26,5;0,1;0,0;7,9;27,7;19,5;74,0;6,93;37,3;1;1;0;0
2018-06-11;29,7;2,2;0,0;7,9;32,0;19,5;71,0;6,06;37,8;1;1;0;0
2018-06-12;24,1;61,7;0,0;7,6;28,4;19,4;88,0;12,45;95,8;0;0;0;0
2018-06-13;15,5;12,6;0,0;10,4;34,9;17,5;131,0;54,92;197,0;0;0;0;0
2018-06-14;19,4;0,0;0,0;6,5;19,1;15,2;165,0;117,9;199,0;0;0;0;0
2018-06-15;22,4;0,0;0,0;7,2;25,9;16,9;113,0;25,47;119,0;0;0;0;0
2018-06-16;25,1;0,0;0,0;6,8;29,2;17,3;94,0;15,07;79,1;0;1;0;1
2018-06-17;24,2;10,7;0,0;10,1;36,0;17,8;83,0;10,52;56,6;0;1;0;1
2018-06-18;23,0;0,0;0,0;8,3;28,1;17,6;82,0;10,17;55,3;0;1;0;1
2018-06-19;25,3;0,0;0,0;7,6;23,8;18,0;84,0;10,95;56,0;0;1;0;1
2018-06-20;28,2;0,0;0,0;7,6;28,1;18,8;86,0;11,66;58,6;1;1;0;0
2018-06-21;29,4;0,7;0,0;14,0;54,0;19,1;85,0;11,25;59,3;0;0;0;0
2018-06-22;17,2;0,0;0,0;16,2;47,2;18,6;84,0;10,77;55,9;0;0;0;0
2018-06-23;18,5;0,0;0,0;10,4;37,1;16,5;86,0;11,88;58,6;0;0;0;0
2018-06-24;19,8;2,8;0,0;7,6;22,7;16,7;79,0;8,99;53,4;0;0;0;0
2018-06-25;19,5;0,0;0,0;6,5;22,0;16,8;72,0;6,58;42,5;0;0;0;0
2018-06-26;21,9;0,0;0,0;7,9;35,6;16,5;77,0;8,31;48,8;0;1;0;1
2018-06-27;22,7;1,8;0,0;9,0;47,9;17,1;81,0;9,88;56,6;0;1;0;1
2018-06-28;15,7;20,7;0,0;8,3;30,2;16,5;79,0;8,91;53,9;0;0;0;0
2018-06-29;23,8;0,0;0,0;6,1;15,8;15,8;104,0;19,94;96,8;0;0;0;0
2018-06-30;26,7;0,0;0,0;9,7;33,1;17,5;90,0;13,45;68,7;0;1;0;1
2018-07-01;23,5;0,0;0,0;12,6;29,9;17,9;77,0;8,23;52,7;0;1;0;1
2018-07-02;24,5;0,0;0,0;10,1;30,2;17,9;76,0;7,88;49,4;0;1;0;1
2018-07-03;26,6;0,0;0,0;7,9;31,3;18,1;82,0;10,01;55,2;1;1;0;0
2018-07-04;26,9;0,2;0,0;9,0;37,1;17,5;81,0;9,59;52,7;0;1;0;1
2018-07-05;26,0;8,9;0,0;10,1;49,3;17,9;84,0;10,91;59,3;0;1;0;1
